"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20253","11","서울시","CS300043","전자상거래업","34538013014","627267","25461739993","9076273021","5079394528","4791726567","5312821428","4188194169","6089603301","4421959188","4654313833","378046148","3050640706","9228694605","10347596395","9842055072","1690980088","18271613486","13232842583","292802463","5170349615","9917414294","7488684174","5905991176","2729214352","394248","233019","68915","71275","73349","79958","100751","146534","86485","6017","20497","163157","212195","199514","25887","256291","347266","17711","193439","158497","114627","81161","38120"
"20253","11","서울시","CS300036","조명용품","418496699255","3935642","387309166169","31187533086","99312273896","85854745993","79442368032","61487076432","61212701816","25163584314","6023948772","827933035","120400998296","124098128340","140333861983","32607353955","228423646","224006048906","93198042299","28936435","4273024847","37943072256","67778738183","112281296148","94899023355","3384888","550754","757097","756790","609797","645387","615817","419447","131307","32120","1045900","1136815","1193009","465013","62785","2243370","860457","8492","130680","359372","504666","834993","1265619"
"20253","11","서울시","CS300035","인테리어","57601968922","901129","48887822242","8714146680","12122259853","9892515494","7896717686","10064729767","8911599442","7388127732","1326018948","177030118","15901764987","16436259663","17556779577","6949966448","580168129","24166646397","21687676810","53340889","1268394179","5352940699","8459387018","11819308083","18900148658","736122","165007","157940","161171","133370","143035","140606","132516","32491","5136","233449","259000","258110","143681","1753","441508","325402","3829","33382","92430","121608","182474","333132"
"20253","11","서울시","CS300033","철물점","48545148249","1284447","42328931003","6216217246","8155197285","9698458066","7960845889","8258509640","8255920123","5226610371","989606875","34497615","15086021358","13908165351","14444985513","4977819735","93658677","22341213484","13749751048","28205423","753413874","4311064940","6185465301","9509815073","15303045818","1080371","204076","224246","236806","194344","208272","216703","160006","44070","1060","395284","378498","341322","167263","1020","706929","275102","2417","33739","137920","172547","255498","379934"
"20253","11","서울시","CS300032","가전제품","278800175018","537882","164982737564","113817437454","37050016948","31960571250","31796294821","26117509631","38058344914","63912839126","49904598328","0","14478268284","75467035607","98586091476","89046324196","1222455455","141258957417","130553096935","83702747","12156094380","53768507728","62788046541","68258551128","74757151826","330796","207086","74122","66533","64298","60057","65786","108009","99077","0","34764","142479","180892","175757","3990","297977","224098","704","30418","105172","111418","115498","158873"
"20253","11","서울시","CS300031","가구","153885694703","303758","92888077089","60997617614","17953979461","20890110419","15900035485","20829097905","17314853819","32827437442","28170180172","4017522","7472370836","39714247644","66841713505","39835404150","17941046","68446332334","74081422236","34263413","6176235847","25626495869","32138769050","33689654523","44862379939","226917","76841","46312","50050","42083","43413","45059","45108","31733","34","38960","96512","112746","55413","93","127624","145985","465","16439","50392","57249","67123","81970"
"20253","11","서울시","CS300029","애완동물","12883202932","279977","8639107331","4244095601","1955483731","1812161340","1558788304","1834804890","1477869066","2293711304","1950384297","136909026","1020826226","2876324058","4546869835","3710602682","591671105","4477452602","7932053458","23809458","1666574507","2822815859","2348605448","2457149428","3090551368","191082","88896","39871","40706","35090","37156","38260","50759","38137","2395","17208","65914","82514","99115","12832","101805","174987","1050","27071","50294","44782","72264","81325"
"20253","11","서울시","CS300028","화초","58084751823","1229012","45360149858","12724601966","8381429625","9853779028","9095391885","8170856729","9858692590","8308832710","4415769255","525670808","11129329052","15653674219","18194216539","10974420081","1607441125","19622920406","22297940977","181141578","4267451133","8885805950","7765794518","8704504900","12116262671","933839","295174","165596","190252","173424","187118","217451","199786","95389","10408","170188","353532","342490","325829","26565","450112","611914","13175","193886","272661","182840","190927","208552"
"20253","11","서울시","CS300027","섬유제품","28560172770","359183","22708590047","5851582723","4513872300","5005149408","4952669731","3845332253","4391566355","4160307061","1691275662","159847","3437263753","8440376890","10227175236","6415719780","39477264","9822559790","15516351413","18241215","718965373","2829821850","3358678807","6523065989","11890137962","291484","67699","61048","59827","51608","61467","57534","47334","20365","11","49437","110038","128142","71095","460","121285","215482","588","9055","27003","34551","92725","172840"
"20253","11","서울시","CS300026","완구","31696331073","2008998","19490426518","12205904555","3546809871","3676961204","2652434420","4301535446","5312685577","7479855310","4726049245","5690176","1300720531","8052786355","10297737507","11424444556","614951948","17413676081","13893773926","574785321","7394379684","8770157857","7278875929","3188016088","4101235130","1163464","845534","195360","206228","177666","209286","374924","503392","342142","282","53327","387907","692779","846476","28227","705147","1301549","74812","842889","561917","326200","124278","76602"
"20253","11","서울시","CS300025","자전거 및 기타운송장비","34114191092","283517","20259548399","13854642693","2493270816","3555632889","5298690737","3764694358","5147259599","7922708935","5931933758","257903","1385004472","10065134592","13700418430","8916178945","47196750","23876884999","7105797165","115472045","767296601","3164885416","12375439627","7712739023","6846849436","181243","102274","35834","40788","29221","38727","36673","62320","39954","32","23512","84554","102567","72466","386","200171","71065","3369","11729","30121","76260","63829","85928"
"20253","11","서울시","CS300024","운동/경기용품","205050874404","1472635","139374984254","65675890150","26317309141","28232977104","27459288972","26806528455","30558880582","37157312721","28518577429","891931804","15988962221","48472503919","73865389366","61052870120","4779216974","116898694351","68951448351","1322496919","17916876416","33302379738","54666844675","44282127395","34359417575","909440","563195","153471","184614","165264","194458","211633","315530","247665","12559","112887","333287","489062","457487","67353","890524","533159","20016","171215","261611","366223","318572","286054"
"20253","11","서울시","CS300022","화장품","314637583045","3344172","260765611575","53871971469","48091732882","59689132958","50193109267","52446105270","50345531198","34999913481","18872057988","2499425810","31970653230","84955398113","104024641303","79281177389","11906287199","102097903726","195293002521","1204357934","28238069712","62085940381","74762825378","72360902173","58738298303","2383665","960507","443414","506350","440496","478575","514830","580286","380221","43214","311886","840002","1031706","948375","168989","1012259","2265694","46455","584103","654183","554431","592591","846181"
"20253","11","서울시","CS300021","문구","258741091575","8257248","240576523718","18164567857","47246716584","53237092562","47375815186","49942492883","42774406503","11560013419","6604554438","54061843","42246244947","79984528394","102587012542","32496161693","1373082156","73219371559","50276128982","1399015372","8654828485","14343364307","27195760813","35934886990","35967644598","6790557","1466691","1363660","1472852","1272028","1380066","1301951","895281","571410","10752","1088966","2477855","2833262","1735988","110425","3143291","3469132","197717","996476","1310432","1744210","1261969","1101625"
"20253","11","서울시","CS300020","서적","103033724190","1638044","88403210202","14630513988","17321787354","19750228175","14668909160","20716023627","15946261886","8692922667","5937591321","103799472","8925098084","25519305574","45127892314","21170271241","2187357505","35763660034","48060228014","960343348","7108284000","12024366430","23864558544","18524788541","21341493209","1114178","523866","225873","233666","214281","211245","229113","244513","279353","1011","153325","419163","548128","466357","50060","647378","943529","49422","219491","249944","502187","378288","191576"
"20253","11","서울시","CS300019","의료기기","291396515806","581673","279012088528","12384427278","47707320864","67291532591","52355767062","42571969612","69085498399","10747804562","1636622716","4000000","47462429416","117601859494","104313441940","19699560992","2315223964","199260095319","64182195188","31154425","4920964132","39426263030","66271969871","73060540728","79731398323","496352","85321","108610","111142","97679","85918","93003","59925","25396","29","108170","212723","204159","55257","1335","324350","240619","318","12678","53642","92401","119915","286022"
"20253","11","서울시","CS300018","의약품","1792240506318","73837077","1601419125358","190821380960","380776612743","376917117228","263606439377","286892710088","293226245922","162182106027","28639274933","617677530","371649929468","540918820190","600198856426","267775206577","11080016126","899276688282","770748390405","2384530203","77119312348","226651718165","327577112113","388760817708","647531586858","62695543","11141535","14986699","13324991","10813586","11596805","11973462","9096363","2045172","44906","16281392","20140745","20761933","15887375","720726","34274580","39421244","295275","6505516","12952064","13947392","15611525","24384067"
"20253","11","서울시","CS300017","시계및귀금속","296987705852","627625","227337009949","69650695903","43018866349","40000396671","43394129767","57707268784","43216348378","44330404857","25320291046","213029945","10392262458","95634551173","118451300521","69985437868","2311123887","151931690912","122820605058","305211488","15972550904","51261673827","64310519852","68122840320","74778951976","501026","126599","100462","105931","94288","104633","95712","80744","45855","91","42096","189747","252722","139206","3763","262705","290763","3009","59124","119428","106653","116605","148636"
"20253","11","서울시","CS300016","안경","142435013426","1425371","99122573311","43312440115","20732471334","20304068808","17512104391","19822067408","20751861369","26791671484","16520768630","5187869","7146104099","36511057105","45329922693","51559080422","1883661237","64776561867","76592039629","976117244","19224250726","26615513169","30513595582","35421651796","28617346003","1028710","396660","207810","210911","187697","207175","215117","240018","156642","198","73349","339573","416484","563202","32566","512827","908167","27820","358628","294300","260027","273616","206593"
"20253","11","서울시","CS300015","가방","53025967931","1504260","35408971773","17616996158","6818289622","7661933472","6565473999","6488925557","7874349123","9806986100","7810010058","2282413","2003103627","12897524856","19575052780","16509864605","2038139650","16805148265","34264510618","289939078","6460065751","11900413402","11698847784","10321332098","10399060767","923174","581086","166837","191668","166753","187180","210736","300275","280811","273","61701","356742","484608","533083","67853","499016","988041","16291","248515","347856","322023","264850","287526"
"20253","11","서울시","CS300014","신발","94834506052","1084211","66380651286","28453854766","12996133266","11644223546","13692021677","12264762967","15783509830","16530267108","11923587658","47079647","7947806658","32299819888","28990379826","24096440654","1452979379","44869398759","46723912162","535547650","10202715414","17334507793","15364899344","21858118056","26297522674","719695","364516","135421","141794","125671","151618","165191","207528","156988","1048","75750","297828","383579","302195","23811","443127","616110","9294","135031","166397","164395","191259","392863"
"20253","11","서울시","CS300011","일반의류","1662728802457","28724963","1026567659773","636161142684","185196065786","214531387811","196851434636","202477439847","227511331692","344806285869","291354856814","12448539722","44278446617","415906563568","597234452657","540045681670","52815118223","586156048088","1033701626582","8334323034","177938259540","339702790013","335051021292","363863312730","394969174525","17842248","10882716","3143729","3624343","3391529","3612535","4070112","5870876","5011841","218990","779667","7226260","9684727","9637431","1177889","9349143","19281033","293410","4409858","6039020","5777683","5770338","6339861"
"20253","11","서울시","CS300010","반찬가게","875243624070","37226256","733046632733","142196991337","140809756094","169712680321","132167601596","150598836995","139757757730","102285388415","39911602922","136926727849","215834642186","200872554440","161271514432","109225193465","51112991699","374898483062","367357603819","1149671485","30098708794","91625991787","179753900007","174792515080","264860440968","30360094","6866161","5967824","6570839","5846785","6065312","5909334","4159445","2706716","1751610","8187553","11140487","7480770","6778059","1887778","17794967","16760715","287608","4403735","8161802","6785247","6857627","8060328"
"20253","11","서울시","CS300009","청과상","1359057929513","50561670","1002089841610","356968087904","198817281469","220523305579","163987118223","199097089947","219665046391","224316924457","132651163446","47829323138","336218735562","372254384507","391203212761","194739976579","16812296967","558716096003","695015994254","549759007","24780538150","86078047788","165775893008","278094044140","698453808167","34365276","16196393","6776811","7250658","5820052","7034934","7482821","9829691","6366703","387951","9477157","14358339","16234779","9724029","379413","21187563","28455783","50749","1120285","3365407","6218624","11115474","27772825"
"20253","11","서울시","CS300008","수산물판매","921087553652","15113069","573856527763","347231025889","103570857138","123457063327","97281937303","109330554823","140216115172","218824973222","128406052667","37093945249","167911537871","190673349517","207929690334","284704924071","32774106610","456668476186","346250169023","453542698","47372187508","137086977401","133965905432","160405715852","323634316314","9311033","5802036","1686098","1925684","1604753","1776217","2318281","3621440","2180596","375241","2576030","3609343","4090586","4089266","372603","7262124","7057214","8980","759489","1932873","2134806","2905878","6577295"
"20253","11","서울시","CS300007","육류판매","785626598679","15454782","601198733871","184427864807","112685568530","127486363589","100874922844","120182454295","139969424615","119457916016","64969948792","10537538090","163133387038","194205772015","233503911164","170255108340","13990882032","331325128410","402180290401","331375977","15115685902","69924085908","119989150690","167674155258","360470965074","10874168","4580615","2081727","2223387","1992728","2147472","2428854","2753197","1827417","116163","2365652","3523038","4411457","4813070","225402","6423681","8742135","17894","515206","1581022","2364505","3751104","6936053"
"20253","11","서울시","CS300006","미곡판매","124418146207","2745380","102371588765","22046557442","19753770011","22613777196","20110709949","20523121373","19370210236","18570892413","3475665029","13509883673","40936383659","27793338229","28831959626","12370869047","975711973","43802627765","69940438868","8036218","719816368","6704381039","11597143592","20111991256","74601698158","2137455","607925","467111","456480","357704","439607","416553","451799","156126","108393","704252","744684","768276","393936","25839","1077654","1555689","868","31098","147831","258663","527628","1667256"
"20253","11","서울시","CS300004","핸드폰","97518740048","1893815","77032165599","20486574449","18534249096","13817295237","15858533679","13271259175","15550828412","12480293894","8006280555","1448693545","6557747842","22056766589","25583695349","36672926575","5198910148","48407976033","35046649593","629414227","8180432534","13187106276","22005360522","21452681804","17995800099","1517460","376355","319247","304805","317972","303466","271970","244086","132269","33254","202974","467357","471494","603735","115001","962193","862278","25749","334376","340548","340980","372406","410581"
"20253","11","서울시","CS300003","컴퓨터및주변장치판매","661094175237","5641174","594925126820","66169048417","106842276830","106012496209","145687243672","111649861607","124733248502","44555308668","21613739749","1295707991","100761102787","203270465856","261204127813","89540696460","5022074330","251064597043","126304869218","1205346916","35296829476","63780566175","84252730735","122286292860","70554936154","4143218","1497956","806136","860278","810615","760739","905450","823818","674138","37595","805485","1809459","1911181","944639","132815","2665832","2365348","87383","1026751","1310043","1154141","808843","644138"
"20253","11","서울시","CS300002","편의점","1111642588519","160735195","821383913427","290258675093","157505225833","172473400479","157889472697","163693035063","169822779355","154807633322","135451041771","96286011952","179250305550","169347134246","170419520526","311183234646","185156381600","654226233775","429182184828","14891872107","206949111105","304788072877","236012161914","204023320577","116743880014","120561515","40173680","23329281","25683024","23327008","24004322","24217880","21279936","18893744","13028280","31439170","26252536","24470512","41045925","24498772","97471574","61133077","3284171","33595313","45219009","32414553","27990329","16101295"
"20253","11","서울시","CS300001","슈퍼마켓","1164292828723","105219845","846962569610","317330259112","166333482191","178860047015","157111103728","167949078677","176708858000","174992972855","142337286258","35938470024","169755579264","213892416480","250740827337","372742648898","121222886721","581805639119","526109876061","6039757275","90715464078","188345600479","222825184677","271683309908","328306198764","77528568","27691276","15208864","16474247","14784001","15409634","15651825","14825267","12866009","4085986","16883963","18026483","19445091","33816584","12961737","57739776","45976414","1505378","13552116","22397584","20767545","22578564","22914884"
"20253","11","서울시","CS200037","노래방","111370476326","4607776","73699037910","37671438416","10650944985","15101237339","14465483201","15090730399","18390641986","22365001869","15306436547","43965998556","1763405450","1279591722","3155410589","17925867173","43280202836","81638978902","20047206095","1343937532","12054264483","18559994707","20376507936","29950055133","19401483803","2952008","1655768","501325","571911","532777","585243","760752","940118","715650","743303","48252","235997","517789","1477846","1584589","2748101","1810463","292732","1834875","1291476","490467","434762","214296"
"20253","11","서울시","CS200036","고시원","459578997","628","408683906","50895091","125647257","53000000","24284053","131000430","74752166","50895091","0","0","149931310","253399423","0","50895091","5353173","459578997","0","0","0","0","152685273","277256498","29637226","596","32","95","118","128","192","63","32","0","0","223","276","0","32","97","628","0","0","0","0","96","307","225"
"20253","11","서울시","CS200034","여관","61030779692","1174206","40376058276","20654721416","7794427098","8973808486","8384338887","7056896824","8166586981","9436011921","11218709495","16050567583","4437731152","5485475382","9370652725","16313992754","9372360096","31908048004","11535165883","468038316","7964692953","11011863954","8836256775","9158370940","6003990948","765248","408958","143745","156934","149657","151770","163142","209134","199824","224326","66659","137498","187648","326124","231951","794420","312143","16234","332864","319688","172260","158051","107488"
"20253","11","서울시","CS200033","부동산중개업","5687317230","453038","4730676349","956640881","1084499503","1261911584","852520914","744514776","787229572","632845131","323795750","278572011","805490351","1471120081","1361419445","1399248041","371467301","3226392979","1909493226","11092499","386483881","1575546613","974977982","712229791","1475555436","349211","103827","72576","74042","74295","57438","70860","62543","41284","15794","52095","106593","127356","114492","36708","264869","127794","433","30980","106947","98973","86096","69238"
"20253","11","서울시","CS200032","가전제품수리","11345453163","120333","10087120475","1258332688","2101798421","1761783451","2243394704","2099942632","1880201267","1070263451","188069237","53954107","1887547610","3824003376","3385204550","1955584261","239159259","5051329934","3948733975","3267260","295705124","1064729470","1937797417","1870486592","3828078052","104628","15705","23105","21188","20798","20728","18809","13043","2662","427","22558","36367","37938","20470","2573","65134","41788","623","4377","15036","21748","25804","39312"
"20253","11","서울시","CS200031","세탁소","35124185123","2082851","28224275568","6899909554","5837087244","6322951066","5586101464","5562196161","4915939632","5331305486","1568604069","574723844","6208191462","8174865014","8794332370","9910769096","1461303335","14797314521","15046268163","75893542","3419247887","6987369049","7302354831","7116505854","4942169703","1526953","555899","347276","317452","301393","278439","282391","354241","201657","87576","288960","401301","473465","643483","188065","1025262","1006988","13608","382826","520759","393800","441575","279646"
"20253","11","서울시","CS200030","피부관리실","63741143504","356609","50380246898","13360896606","10050492629","11112073963","9372313614","9875290847","9970075844","9749198045","3611698560","758651350","3123476905","15441399350","17961921255","21756812262","4698882384","15339593564","46683574431","274343903","10478028798","19600897538","11314967875","12220791372","8141240337","270338","86270","50560","56745","49884","55909","57243","59744","26525","6549","15813","86008","101873","125413","20955","83305","266580","2837","91659","115903","57798","48829","32912"
"20253","11","서울시","CS200029","네일숍","17464774412","215400","13394236625","4070537787","2504234893","2912263488","2520743700","2611381275","2845613269","2879863063","1190674724","57304138","294293906","4244641082","5242560694","6893779546","732195046","2668970304","14526701666","111114913","2826733117","4737245908","4078139900","3147814860","2294542282","166806","48594","30797","33747","31231","33470","37561","34303","14291","763","3826","52642","63995","85574","8599","29962","184015","1676","47403","62119","44976","35080","22734"
"20253","11","서울시","CS200028","미용실","283618259098","5546209","181370321365","102247937733","27360998491","33527892989","34967152468","38203625296","47310652123","63662715965","38585221767","303851361","10339950541","76048801604","94782174266","97131004801","5012476525","114987963960","163919219200","1948590132","35581714570","58397491297","62601821305","67378003690","52998845227","3646147","1900062","622783","674889","695960","757281","895234","1156476","743584","2793","315913","1526336","1781818","1871833","47516","3021910","2501451","46342","635568","1095778","1177698","1373782","1194237"
"20253","11","서울시","CS200026","자동차미용","13342183989","158549","10682133703","2660050286","1967876973","2370834889","1695336237","2249076427","2399009177","1855176242","804874044","2950082","2670218074","3781469468","4347277476","2501976861","38292028","6497698032","2766515894","902268","340702841","2211083234","2671002569","2063959669","1976563345","120497","38052","24051","24893","20621","25546","25386","22804","15248","326","32145","48421","53341","22321","1995","79100","31691","120","5304","24648","28842","27865","24016"
"20253","11","서울시","CS200025","자동차수리","316102741064","1522113","276428295863","39674445201","55041051845","58164103367","53896769582","54221427066","55104944003","37440989424","2233455777","83944097","56428832615","87356747812","110091610437","61431807411","709798692","202601896198","71013461584","65821169","7645788866","45353695496","63638636353","77083575829","79820820437","1306056","216057","281882","276515","241671","251234","254754","198814","17243","1673","337239","435078","506992","234287","6844","1003263","348771","419","44340","233106","308712","362542","402798"
"20253","11","서울시","CS200024","스포츠클럽","125132392354","620846","108967253477","16165138877","25699584067","23861719589","20999501159","21067727215","17338721447","9595896566","6569242311","919277160","13764059042","20542763571","23304025367","49740998385","16861268829","57186516522","62484768010","436884322","22838594473","35235920197","22561796859","23750682995","14848353655","475887","144959","104744","104698","90252","91136","85057","80890","64069","29280","76031","101136","119044","211094","84261","346344","263795","8426","143881","176570","101772","113738","65770"
"20253","11","서울시","CS200019","PC방","97423312364","17682454","62803069894","34620242470","11838473757","12372979891","11765959049","12224182027","14601475170","18216857635","16403384835","13508435790","6766789505","12251978732","17150411533","29072394161","18673302643","75369939530","22025191562","5865659295","39343647019","30391815773","10547370649","8862565144","2384073211","11477952","6204502","2166624","2263396","2148744","2246297","2652891","3268969","2935533","2261308","1124503","2167319","3333599","5364002","3431723","13030576","4649784","1403262","7386470","4992129","2004359","1523596","370543"
"20253","11","서울시","CS200017","골프연습장","61660439886","1266502","41139264188","20521175698","8592428291","9354758979","7557928887","7722135240","7912012791","10397592021","10123583677","2011220904","5928310134","10925364101","12223120923","20378168757","10194255067","41242820036","13053775832","35486796","1616464724","7866233687","15975718998","18361995803","10442818730","790797","475705","144563","160703","153911","158534","173086","244499","231206","40071","128637","246995","249703","390323","210773","931225","245602","1229","35072","150858","303070","423852","262780"
"20253","11","서울시","CS200016","당구장","39761509873","1934217","27606155141","12155354732","5368578010","6278046041","4883436063","5153491347","5922603680","6852262483","5303092249","2299864464","1840572195","3470702258","6603837394","16785930281","8760603281","29313610316","8773111308","493239379","3941633685","5487568298","7750625391","10011745027","10401779434","1258214","676003","223982","249925","236070","250695","297542","374413","301590","143123","25848","114874","337540","791327","521505","1584693","320462","44665","234731","232344","286005","522837","584548"
"20253","11","서울시","CS200008","한의원","226167523023","6550713","182539256115","43628266907","44629108077","39716921793","31729747269","30660502912","35802976065","38901006749","4727260160","29562547","30711134894","80611698882","65086171733","48987202237","741752729","83718347776","140750787757","178595241","11686864750","35100018513","47363460579","56111776050","74027759970","5548056","1002658","1286553","1153991","1022401","956483","1128628","867096","135562","133","1226862","2143176","1795729","1377301","7512","2805395","3731303","9513","245355","744142","965284","1339202","3233207"
"20253","11","서울시","CS200007","치과의원","612106975189","4254686","531419518494","80687456695","119281491730","127720616402","100537068765","80132749323","103747592272","76848895314","3838561381","212777","85827790865","210948008036","196057887971","117763376208","1509699331","301389335550","307950118854","1055609682","36948752560","77599594443","126319291021","159665445420","207752279020","3665763","588921","845297","863859","678959","557799","719849","566597","22326","14","820913","1284761","1417696","728482","2820","2083744","2162251","13185","318453","644385","940593","999064","1330352"
"20253","11","서울시","CS200006","일반의원","1957296178735","43286099","1645886865278","311409313457","378057431516","359160899994","269219182531","297800351630","341648999606","291070637093","20338676366","308104020","435313679795","613199692930","568743492237","335648648277","4082561477","752705225512","1198865638861","4175697249","192592273321","417804707826","444113754077","441521310490","451363362013","37317389","5968710","9231473","7884108","6105263","6742816","7353730","5534482","434229","1310","11966280","11699071","13163369","6411667","44403","19618874","23642248","201082","3120463","7252808","8881343","9174834","14630605"
"20253","11","서울시","CS200005","스포츠 강습","122011915521","482801","111333115008","10678800513","26611021580","25174830184","20660925416","20112422910","18773914919","7748488217","2930312295","323653947","11579797957","19394639080","26101444152","52569855910","12042524474","43926839972","74201351131","230924488","10972753091","30622241242","49470702889","19027306328","7804236115","415628","67171","98878","94195","76960","72379","73216","40998","26174","6935","47372","71416","111749","193084","52241","209923","261182","5610","47784","108813","214316","67350","27297"
"20253","11","서울시","CS200003","예술학원","173982341974","694388","145188459889","28793882085","30961725431","32924851336","28373128428","27428157709","25500596985","21136335659","7657546426","983100828","14085018610","29560159569","55007264754","61771456081","12575342131","72097865551","100248490734","673759424","7808919753","22209080701","94030477177","40473943393","7150175833","603804","90583","133001","139780","117097","109614","104314","67931","22653","3140","55015","126351","242642","234404","32837","276175","413357","3233","36314","116793","404268","100475","28437"
"20253","11","서울시","CS200002","외국어학원","73993309217","193211","68100764287","5892544930","16043250462","15887654984","13053904054","11456201992","11659752795","3822174226","2070370704","811875809","13161071082","13442961921","23501326666","18345425536","4730648203","31302732023","41689373240","49130123","1829104867","9846613110","45706701487","11691572527","3868983146","173323","19889","41441","42124","31888","29091","28776","13360","6528","2084","27994","31221","59431","58539","13939","76479","114164","495","8635","23417","119214","30703","8169"
"20253","11","서울시","CS200001","일반교습학원","1006802591369","3248037","810974513675","195828077693","185932529871","185763743032","146381530477","139519148344","153377561952","119124225785","76703851907","11731298344","122230311661","151514298935","277423970171","348753942548","95148769709","430604979025","570839218131","1617039220","5755768903","42655049730","619796721984","304224096968","27399106564","2599799","648238","585471","595261","471674","450805","496589","394163","254075","38481","442872","503458","886645","1085868","290713","1335958","1896047","32651","48179","173327","1995980","904332","77557"
"20253","11","서울시","CS100010","커피-음료","779429448993","102191527","584502329199","194927119794","107164795459","124460524796","112966057635","118620940585","121290010724","106184692217","88742427578","4970539916","125373721045","278334102569","182326320717","155579276864","32845487884","302346304939","372716465230","9402075835","144222407628","194075730764","143248792848","115506832134","68606872705","78510403","23681123","15009861","16924505","15100244","15803283","15672512","12847813","10833310","376750","24529274","34083072","22500885","17717763","2983783","44973979","50576154","1489655","20628388","28466538","20201474","16111029","8653092"
"20253","11","서울시","CS100009","호프-간이주점","742538242172","15479371","515472004497","227066237675","80583638259","102852713819","97926565698","106941291204","127167795516","136875790282","90190447393","184430044589","9468904254","40470616257","23351197298","170254907051","314562572721","429144763155","217703780659","5204163489","136125573000","184515025365","125643157019","118710946774","76652871265","10718128","4761242","1810242","2130471","2020537","2159991","2596886","2774562","1986680","2752106","479339","2049238","1071673","3907366","5219648","8436462","5993639","175396","3599192","4203719","2528530","2366075","1557314"
"20253","11","서울시","CS100008","분식전문점","308444794664","26870899","232961584100","75483210565","43133134281","49282323063","44744353592","47317948424","48483824739","44168736103","31314474462","6276360101","28804396457","108169826895","49399352461","94364538346","21430320404","135761162035","137601297739","3580243286","39587953327","62148390509","66803346764","61103771286","40138754547","20591014","6279883","3881928","4412135","3989048","4155425","4152478","3651987","2627897","430493","3096940","8988539","4568419","8163690","1622818","12122748","13367514","385179","3873154","5902360","6050146","5545133","3734320"
"20253","11","서울시","CS100007","치킨전문점","115930891943","3364865","84434553834","31496338110","13225271474","17121758404","16885089463","17366022868","19836411624","18544303857","12952034251","7986127026","613675610","4388902490","7145664175","50365621723","45430900918","64244642119","37442332634","711622743","12739423398","21826118236","23364956177","25508453220","17536401014","2396046","968818","375633","482600","477239","489806","570768","551766","417052","167912","16803","220258","284405","1604185","1071303","1920308","1235258","32690","403147","648693","694979","781185","594878"
"20253","11","서울시","CS100006","패스트푸드점","184556668960","14952513","130469361737","54087307223","23684130066","26539488634","24782912388","27238137932","28224692716","28559062441","25528244783","4139394385","12250626738","56379048101","31790763745","65185292337","14811543655","88003992410","75940246926","2890023722","30929960161","45227456053","37349905885","30237347238","17309546278","10786202","4166311","2012855","2239335","2066979","2206705","2260327","2223961","1942351","469550","1244639","4306609","2632243","4893615","1405859","7604413","6687473","305125","2988530","4099672","3085090","2424316","1389148"
"20253","11","서울시","CS100005","제과점","272249712958","25595056","198994700026","73255012933","35851109800","41624619183","39446152807","39456134389","42616683848","40620935801","32634077131","336958749","51999893328","71563766168","62212042229","72888166560","13248885925","95581131690","147646895300","1583572341","28341081314","52459302627","57482435262","53951719434","49409916039","18955291","6639765","3550817","4018017","3771835","3739148","3875474","3662716","2977048","37397","5323172","6170639","5571254","7081882","1410710","9538905","14959053","228589","3279596","5469984","5495308","5183129","4841311"
"20253","11","서울시","CS100004","양식음식점","333346019722","7675400","225205840990","108140178732","35155891813","45161193618","43585915352","46859881660","54442958546","62262429345","45877749387","17602370253","3067572831","98091406371","43612106562","120213711417","50758852288","137166025681","129395041185","2761239933","57493441111","85563256094","56395787907","40745037750","23602304072","5400344","2275056","907977","1110856","1048636","1117090","1215786","1257942","1017114","266865","157059","2947916","1105828","2602567","595166","3207881","3701356","116423","1736743","2110913","1412978","1028997","503173"
"20253","11","서울시","CS100003","일식음식점","297999322164","7217934","228391110577","69608211588","38373019214","47706508488","44372473863","47067056423","50872052589","42898278103","26709933485","11885848362","782043317","93589284121","21530548634","109827232184","60384365546","129625126144","96186746148","2473822451","48978216971","69793997735","44785709263","35810053602","23970072267","5656629","1561306","1022199","1205988","1096431","1146313","1185696","904177","657129","170778","31267","3315666","714167","2346056","640002","3234654","3081356","128774","1582118","1856910","1195751","989118","563326"
